survey	id	sentence_nr	context_en	context_ru	sentence_en	sentence_ru	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	comments	speaker	idiom	language	gender	birthyear	date
pfq	137	82	[Question: Can I get my wages now?]	[Вопрос: Вы мне зарплату дадите сейчас?]	Answer: I NOT PAY you your wages before you FINISH the entire job.	Ответ: Я вам зарплату НЕ ПЛАТИТЬ до того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуе харж кьезе гьеч1о, дур кинабго х1алт1и лъуг1изег1ан.	dica duje χarž ƛʼeze hečʼo, dur kinabgo ħalt’i ɬuʕizeʕan.			не платить	ƛʼeze hečʼo	future	future perfect	future	negative	1	Khunzakh	Avar	F		2016
pfq	138	82	[Question: Can I get my wages now?]	[Вопрос: Вы мне зарплату дадите сейчас?]	Answer: I NOT PAY you your wages before you FINISH the entire job.	Ответ: Я вам зарплату НЕ ПЛАТИТЬ до того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуе харж кьезе гьеч1о, дур кинабго х1алт1и лъуг1изег1ан.	dica duje χarž ƛʼeze hečʼo, dur kinabgo ħalt’i ɬuʕizeʕan.			заканчивать	ɬuʕizeʕan	unclear	perfect	unclear	particle?	1	Khunzakh	Avar	F		2016
pfq	139	83	[As in 82 above.]	[Другой ответ на вопрос 82.]	I PAY you your wages after you FINISH the entire job.	Ответ: Я вам зарплату ПЛАТИТЬ после того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуе харж кьела, дур х1алт1и лъуг1арабго.	dica duje χarž ƛʼela, dur ħalt’i ɬuʕarabgo.			платить	ƛʼela	future	future perfect	future		1	Khunzakh	Avar	F		2016
pfq	140	83	[As in 82 above.]	[Другой ответ на вопрос 82.]	I PAY you your wages after you FINISH the entire job.	Ответ: Я вам зарплату ПЛАТИТЬ после того как вы ЗАКАНЧИВАТЬ всю работу.	Дица дуе харж кьела, дур х1алт1и лъуг1арабго.	dica duje χarž ƛʼela, dur ħalt’i ɬuʕarabgo.			заканчивать	ɬuʕarabgo	participle	perfect	other	emphatic	1	Khunzakh	Avar	F		2016
pfq	141	84	[B is setting out on a journey. A intends to sell her own house while B is away. A tells B about this:]	[В отправляется в путешествие. А собирается продавать свой дом когда В путешествует. А говорит об этом В:]	A: When you COME BACK next year, I SELL my house. 	А: Когда ты ВОЗВРАЩАТЬСЯ в следующем году, я ПРОДАВАТЬ свой дом.	Т1асияб соналъ мун йусиналде дица дирго рукъ бичила.	t’asijab sonaɬ mun jusinalde dica dirgo ruqʼ bičila.			возвращаться	jusinalde	masdar	future	other	locative	1	Khunzakh	Avar	F		2016
pfq	142	84	[B is setting out on a journey. A intends to sell her own house while B is away. A tells B about this:]	[В отправляется в путешествие. А собирается продавать свой дом когда В путешествует. А говорит об этом В:]	A: When you COME BACK next year, I SELL my house. 	А: Когда ты ВОЗВРАЩАТЬСЯ в следующем году, я ПРОДАВАТЬ свой дом.	Т1асияб соналъ мун йусиналде дица дирго рукъ бичила.	t'asijab sonaɬ mun jusinalde dica dirgo ruqʼ bičila.			продавать	bičila	future	future perfect	future		1	Khunzakh	Avar	F		2016
pfq	143	85	[A began working here in June for almost thirty years ago. It is April and A tells that the anniversary is approaching:]	[А начал работу на текущем месте тридцать лет назад в июне. Сейчас апрель и А предупреждает что юбилей приближается.]	A: In June this year I WORK here for thirty years. 	А: В июне в этом году я РАБОТАТЬ здесь уже тридцать лет. 	Гьаб соналъул июналъ дица лъеберго сон бала х1алт1изе лъугьун.	hab sonaɬul ijunaɬ dica ɬebergo son bala ħalt’ize ɬuhun. 			работать	ɬuhun	converb	future perfect	other		1	Khunzakh	Avar	F		2016
pfq	144	86			If I GET my wages tomorrow, I BUY you a beer. 	Если я ПОЛУЧАТЬ свою зарплату завтра, я тебе ПОКУПАТЬ пиво.	Дие метер харж щванани дица дуе пиво босила.	dije meter χarž šːwanani dica duje piwo bosila.			получать	šːwanani	aorist	unclear	not p	conditional	1	Khunzakh	Avar	F		2016
pfq	145	86			If I GET my wages tomorrow, I BUY you a beer. 	Если я ПОЛУЧАТЬ свою зарплату завтра, я тебе ПОКУПАТЬ пиво.	Дие метер харж щванани дица дуе пиво босила.	dije meter χarž šːwanani dica duje piwo bosila.			покупать  	bosila	future	future	future		1	Khunzakh	Avar	F		2016
pfq	146	87	[The speaker has not received his wages yet:]	[А еще не ПОЛУЧАТЬ зарплату:]	The day I GET my wages I BUY you a beer. 	Когда ПОЛУЧАТЬ свою зарплату я ПОКУПАТЬ тебе пиво.	Дие метер харж щварабго дица дуе пиво босила.	dije meter χarž šːwarabgo dica duje piwo bosila.			получать	šːwarabgo	participle	future perfect	other	emphatic	1	Khunzakh	Avar	F		2016
pfq	147	87	[The speaker has not received his wages yet:]	[А еще не ПОЛУЧАТЬ зарплату:]	The day I GET my wages I BUY you a beer. 	Когда ПОЛУЧАТЬ свою зарплату я ПОКУПАТЬ тебе пиво.	Дие метер харж щварабго дица дуе пиво босила.	dije meter χarž šːwarabgo dica duje piwo bosila.			покупать  	bosila	future	future 	future		1	Khunzakh	Avar	F		2016
pfq	148	88			Those who GET their wages tomorrow certainly GO to have a beer. 	Те, которые завтра ПОЛУЧАТЬ свою зарплату точно ИДТИ ПИТЬ пиво. 	Харж щварал чаг1и пиво гьекъезе уна.	χarž šːwaral čaʕi piwo heqʼeze una. 			получать	šːwaral	participle	future	other		1	Khunzakh	Avar	F		2016
pfq	149	88			Those who GET their wages tomorrow certainly GO to have a beer. 	Те, которые завтра ПОЛУЧАТЬ свою зарплату точно ИДТИ ПИТЬ пиво. 	Харж щварал чаг1и пиво гьекъезе уна.	χarž šːwaral čaʕi piwo heqʼeze una. 			идти пить	heqʼeze una	present_infinitive	future	other		1	Khunzakh	Avar	F		2016
pfq	150	1	[A: I want to give your sister a book to read, but I don’t know which one. Are there any of these books that she READ already?]	[A: Я хочу подарить вашей сестре книгу, но не знаю какую. Есть ли какие-нибудь книги, которые она уже ЧИТАТЬ]	B: Yes, she READ this book.	В: Да, она ЧИТАТЬ эту книгу. 	У, гьелъ гьеб т1ех ц1алун бук1ана.	u, heɬ heb t’ex cʼalun buk’ana. 			читать	cʼalun buk’ana	aorist_pluperfect	perfect	not p		2	Khunzakh	Avar	M		2016
pfq	151	2	[A: It seems that your sister never finishes books.]	[А: Кажется, что ваша сестра никогда не читает книги до конца.]	B: (That is not quite true.) She READ this book (=all of it). 	В: (Это не совсем правда.) Она ЧИТАТЬ эту книгу (то есть, полностью). 	Гьелъ ц1алун бук1ана гьеб ахиралде щвезегъан.	heɬ cʼalun buk’ana heb aχiralde šːwezeʁan.			читать	cʼalun buk’ana	aorist_pluperfect	perfect	not p		2	Khunzakh	Avar	M		2016
pfq	152	3	[Question: Is the king still alive?]	[Вопрос: Король еще жив?]	No, he DIE. 	Нет, он УМИРАТЬ.	Гьеч1о, гьев хвана.	hečʼo, hew χwana.			умирать	χwana	aorist	perfect	not p		2	Khunzakh	Avar	M		2016
pfq	153	4			Question: You MEET my sister (at any time in your life up to now?)	Вопрос: Вы ЗНАКОМИТЬСЯ с моей сестрой (в какой-то момент в вашей жизни до сих пор)?	Дуда лалищ дир яц?	duda ɬališː dir jac?			знакомиться	ɬališː	present	perfect	other		2	Khunzakh	Avar	M		2016
pfq	154	5	[A child asks: Can I go now?]	[Ребенок спрашивает: можно ли мне уйти?]	Mother: You DO your homework?	Мать: Ты ДЕЛАТЬ домашнее задание?	Дуца рокъоб х1алт1и гьабурабищ?	duca roqʼob ħalt’i haburabišː?			делать	haburabišː	participle	perfect	other		2	Khunzakh	Avar	M		2016
pfq	155	6	[Question: Do you know my sister?]	[Вопрос: Вы знаете мою сестру?]	Answer: Yes, I MEET her (so I know her).	Ответ: Да, я с ней ЗНАКОМИТЬСЯ (и поэтому знаю ее).	Лъала дун гьелъулгун лъай-хъвай ккана.	ɬala dun heɬulgun ɬaj-qwaj kːana.			знакомиться	ɬaj-qwaj kːana	aorist	perfect	not p		2	Khunzakh	Avar	M		2016
pfq	156	7	[Question: Can you swim in this lake? (=Is it possible for anybody to swim in this lake?)]	[Вопрос: Можно ли купаться в этом озере (= возможно ли любому человеку купаться в этом озере?]	Answer: Yes, at least I SWIM in it several times. 	Ответ: Да, по крайней мере я КУПАТЬСЯ несколько раз. 	Бегьула дунчангунух чвердое вук1ана.	behula dunčangunuχ čwerdon wuk’ana.			купаться	čwerdon wuk’ana	aorist_pluperfect	perfect	not p		2	Khunzakh	Avar	M		2016
pfq	157	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Дун рохьо вук1ана. Лъач1ого борхьида т1ад ч1ана. Долъ дида х1атида х1анч1ана. Дида гамач1 реч1ана борхьида. Доб хвана.	dun roxo wuk’ana. ɬačʼogo borxida t’ad čʼana. doɬ dida ħatida ħančʼana. dica gamačʼ rečʼana borxida. dob χwana.			ходить	wuk’ana	aorist	not p	not p		2	Khunzakh	Avar	M		2016
